MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,BsmtFin Type 1,Total Bsmt SF,Heating QC,Central Air,Electrical,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Type,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
120,RL,39.0,5389,Pave,no_alley,IR1,Lvl,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CemntBd,CmentBd,Gd,TA,PConc,Gd,TA,GLQ,1595.0,Ex,Y,SBrkr,1616,2,0,2,1,Gd,5,1,Attchd,2.0,608.0,237,152,0,0,0,no_fence,none,0,3,2010,WD ,236500
50,RL,60.0,10890,Pave,no_alley,Reg,Lvl,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,5,5,1938,1950,Gable,MetalSd,MetalSd,TA,TA,BrkTil,Fa,TA,LwQ,1058.0,TA,Y,SBrkr,1551,2,0,3,1,Fa,6,0,Detchd,1.0,240.0,0,0,0,0,0,MnPrv,none,0,7,2006,WD ,137000
20,RL,68.0,9768,Pave,no_alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1955,1955,Gable,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,Rec,960.0,Gd,Y,SBrkr,960,1,0,2,1,TA,5,0,Attchd,1.0,330.0,0,70,0,0,0,MnPrv,none,0,2,2009,WD ,122000
20,RL,73.0,8993,Pave,no_alley,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,1302.0,Ex,Y,SBrkr,1302,2,0,3,1,Gd,6,0,Attchd,2.0,436.0,0,22,0,0,0,no_fence,none,0,8,2007,New,176485
30,RL,50.0,11672,Pave,Pave,IR2,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1Story,5,5,1925,1950,Gable,MetalSd,MetalSd,TA,TA,BrkTil,TA,TA,Unf,816.0,TA,Y,FuseA,816,1,0,2,1,TA,4,0,Detchd,1.0,210.0,168,0,112,0,0,no_fence,none,0,7,2006,WD ,109000
120,RM,0.0,9763,Pave,no_alley,IR1,Lvl,Inside,Gtl,GrnHill,Norm,TwnhsE,1Story,7,5,1998,1998,Gable,Wd Sdng,Wd Sdng,Gd,TA,PConc,Gd,TA,GLQ,1502.0,Ex,Y,SBrkr,1502,1,1,1,1,Gd,5,1,Attchd,1.0,286.0,0,0,0,0,0,no_fence,none,0,9,2007,WD ,330000
20,RM,56.0,9836,Pave,Grvl,Reg,Bnk,Inside,Gtl,OldTown,Artery,1Fam,1Story,6,5,2008,2008,Gable,VinylSd,VinylSd,TA,TA,PConc,TA,TA,GLQ,192.0,Gd,N,SBrkr,1133,1,0,3,1,TA,7,0,Detchd,1.0,308.0,0,175,0,0,0,no_fence,none,0,12,2008,WD ,143000
60,RL,89.0,10557,Pave,no_alley,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,9,5,1998,1998,Gable,MetalSd,MetalSd,Gd,TA,PConc,Ex,TA,GLQ,1408.0,Ex,Y,SBrkr,3078,2,1,4,1,Gd,9,1,Attchd,3.0,806.0,108,87,0,0,0,no_fence,none,0,7,2007,WD ,410000
60,RL,70.0,8462,Pave,no_alley,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,5,1994,1994,Gable,HdBoard,HdBoard,Gd,Gd,PConc,Gd,Gd,GLQ,928.0,Ex,Y,SBrkr,1721,2,1,3,1,Gd,7,0,Attchd,2.0,471.0,300,87,0,0,0,no_fence,none,0,7,2007,WD ,201000
50,RL,60.0,10818,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,4,4,1910,1950,Gable,VinylSd,VinylSd,TA,TA,BrkTil,Fa,TA,Unf,1077.0,TA,Y,FuseA,1760,1,1,4,1,TA,7,1,Detchd,2.0,648.0,120,0,96,0,0,no_fence,none,0,2,2006,COD,80000
70,RL,61.0,7259,Pave,no_alley,IR1,Lvl,Inside,Mod,Crawfor,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,ALQ,1028.0,Ex,Y,SBrkr,2320,2,1,3,1,Gd,9,1,Detchd,1.0,180.0,224,0,0,0,0,MnPrv,none,0,7,2007,WD ,259500
60,RL,0.0,11800,Pave,no_alley,IR1,Lvl,Inside,Gtl,Timber,Norm,1Fam,2Story,7,5,2003,2004,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,1122.0,Ex,Y,SBrkr,2486,3,1,5,1,Gd,10,1,BuiltIn,2.0,452.0,143,32,0,0,0,no_fence,none,0,7,2007,WD ,279900
20,RL,75.0,7500,Pave,no_alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1959,1994,Hip,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,LwQ,1246.0,Ex,Y,SBrkr,1246,1,1,3,1,Gd,6,0,Attchd,1.0,305.0,218,0,0,0,0,GdPrv,none,0,5,2010,WD ,154000
50,RL,0.0,159000,Pave,no_alley,IR2,Low,CulDSac,Sev,ClearCr,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,Wd Sdng,HdBoard,Gd,TA,CBlock,Gd,TA,Rec,1444.0,Gd,Y,SBrkr,2144,2,0,4,1,Gd,7,2,Attchd,2.0,389.0,0,98,0,0,0,no_fence,Shed,500,6,2007,WD ,277000
50,RL,62.0,6488,Pave,no_alley,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,5,5,1942,1950,Gable,BrkFace,Wd Sdng,TA,TA,BrkTil,TA,TA,LwQ,799.0,Ex,N,FuseA,1150,1,0,3,1,TA,6,2,BuiltIn,1.0,215.0,264,0,0,0,0,no_fence,none,0,3,2006,WD ,128000
20,RL,110.0,14230,Pave,no_alley,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,1566.0,Ex,Y,SBrkr,1600,2,0,3,1,Gd,7,1,Attchd,3.0,890.0,0,56,0,0,0,no_fence,none,0,7,2009,WD ,256300
50,RL,110.0,7810,Pave,no_alley,IR1,HLS,Inside,Gtl,Crawfor,Norm,1Fam,1.5Fin,4,6,1930,2003,Gable,AsbShng,CmentBd,TA,Gd,BrkTil,TA,Gd,GLQ,930.0,Ex,Y,SBrkr,1755,2,0,4,1,Gd,7,1,Detchd,1.0,231.0,0,40,0,0,0,no_fence,none,0,11,2007,WD ,188000
20,RL,85.0,14331,Pave,no_alley,Reg,Lvl,Inside,Gtl,Timber,Norm,1Fam,1Story,8,5,2002,2002,Hip,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,GLQ,1800.0,Ex,Y,SBrkr,1800,2,0,3,1,Gd,7,1,Attchd,3.0,765.0,270,78,0,0,0,no_fence,none,0,5,2006,WD ,312500
160,FV,30.0,3182,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,MetalSd,MetalSd,Gd,TA,PConc,Gd,TA,Unf,600.0,Ex,Y,SBrkr,1200,2,1,2,1,Gd,4,0,Detchd,2.0,480.0,0,172,0,0,0,no_fence,none,0,6,2010,WD ,151000
160,RM,24.0,1920,Pave,no_alley,Reg,Lvl,Inside,Gtl,BrDale,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,ALQ,765.0,Ex,Y,SBrkr,1365,1,1,2,1,TA,6,0,Detchd,2.0,440.0,240,36,0,0,0,no_fence,none,0,8,2007,WD ,122500
60,RL,68.0,10110,Pave,no_alley,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,5,2003,2003,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,835.0,Ex,Y,SBrkr,1696,2,1,3,1,Gd,7,0,Attchd,2.0,542.0,143,66,0,0,0,no_fence,none,0,7,2008,WD ,188000
60,RL,91.0,10984,Pave,no_alley,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2005,2006,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,945.0,Ex,Y,SBrkr,1809,2,1,3,1,Gd,8,0,Attchd,2.0,638.0,144,54,0,0,0,no_fence,none,0,5,2006,New,209700
20,RL,85.0,14082,Pave,no_alley,IR1,HLS,Inside,Gtl,StoneBr,Norm,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,Gd,TA,PConc,Ex,Gd,GLQ,2220.0,Ex,Y,SBrkr,2234,1,1,1,1,Gd,7,1,Attchd,2.0,724.0,390,80,0,0,0,no_fence,none,0,1,2007,WD ,441929
60,RL,50.0,8480,Pave,no_alley,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,5,1993,1994,Gable,HdBoard,HdBoard,Gd,TA,PConc,Gd,TA,GLQ,886.0,Ex,Y,SBrkr,1680,2,1,3,1,Gd,7,0,Attchd,2.0,474.0,144,96,0,0,0,no_fence,none,0,10,2008,WD ,163000
60,RL,0.0,12205,Pave,no_alley,IR1,Low,Inside,Gtl,ClearCr,Norm,1Fam,2Story,6,8,1966,2007,Gable,HdBoard,HdBoard,TA,TA,CBlock,TA,Fa,LwQ,832.0,Gd,Y,SBrkr,2087,2,1,5,1,Gd,9,0,Attchd,2.0,444.0,133,168,0,0,0,no_fence,none,0,7,2007,WD ,187500
20,RL,90.0,15750,Pave,no_alley,Reg,Lvl,FR3,Gtl,CollgCr,Feedr,1Fam,1Story,8,5,1999,2000,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,1462.0,Ex,Y,SBrkr,1513,2,0,2,1,Gd,5,1,Attchd,2.0,521.0,135,34,0,0,0,no_fence,none,0,6,2009,WD ,220000
20,RL,70.0,8050,Pave,no_alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1967,1993,Gable,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,ALQ,949.0,TA,Y,SBrkr,1107,1,0,3,1,Gd,5,0,Attchd,1.0,308.0,88,64,0,0,0,no_fence,none,0,3,2007,WD ,127000
20,RL,60.0,7200,Pave,no_alley,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1955,2007,Gable,VinylSd,VinylSd,TA,TA,Slab,no_bsmt,no_bsmt,no_bsmt,0.0,Ex,Y,SBrkr,827,1,0,2,1,TA,5,1,Detchd,1.0,392.0,0,0,0,0,0,no_fence,none,0,4,2010,WD ,107500
75,RM,35.0,6300,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,Wd Sdng,Wd Shng,TA,TA,CBlock,TA,TA,Unf,742.0,Ex,Y,SBrkr,1484,2,0,3,1,TA,9,1,no_garage,0.0,0.0,0,291,134,0,0,no_fence,none,0,6,2008,WD ,128000
30,RM,30.0,5232,Pave,Grvl,IR3,Bnk,Inside,Gtl,OldTown,Artery,1Fam,1Story,5,5,1925,2004,Gable,Wd Sdng,Wd Sdng,TA,TA,BrkTil,Fa,TA,Unf,680.0,Gd,N,FuseP,764,1,0,2,1,TA,4,0,Detchd,2.0,504.0,0,0,0,0,0,no_fence,none,0,6,2008,WD ,73000
20,RL,72.0,11846,Pave,no_alley,IR1,HLS,Inside,Gtl,NridgHt,Norm,1Fam,1Story,9,5,2003,2004,Hip,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,GLQ,1792.0,Ex,Y,SBrkr,1792,2,0,2,1,Ex,6,1,Attchd,3.0,874.0,206,49,0,0,0,no_fence,none,0,8,2006,WD ,374000
60,RL,130.0,16900,Pave,no_alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2001,2002,Gable,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,GLQ,1479.0,Ex,Y,SBrkr,2649,2,1,4,1,Gd,10,1,Attchd,3.0,746.0,0,60,0,0,0,no_fence,none,0,1,2008,WD ,421250
60,RL,0.0,9636,Pave,no_alley,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,5,1992,1993,Gable,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,Unf,808.0,Gd,Y,SBrkr,1593,2,1,3,1,TA,7,1,BuiltIn,2.0,389.0,342,40,0,0,0,MnPrv,none,0,12,2009,WD ,178000
85,RL,90.0,10012,Pave,no_alley,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,Plywood,Plywood,TA,TA,CBlock,Gd,TA,BLQ,1138.0,TA,Y,SBrkr,1181,2,0,3,1,TA,6,0,Detchd,2.0,588.0,0,0,180,0,0,MnPrv,none,0,4,2008,WD ,137500
20,RL,91.0,14303,Pave,no_alley,IR1,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,1Story,8,5,1994,1994,Hip,HdBoard,HdBoard,Gd,TA,PConc,Gd,TA,GLQ,1986.0,Ex,Y,SBrkr,1987,2,0,2,1,Gd,7,1,Attchd,2.0,691.0,262,36,0,0,0,no_fence,none,0,8,2008,WD ,301500
70,RL,43.0,5707,Pave,no_alley,Reg,Bnk,Inside,Gtl,SWISU,Feedr,1Fam,2Story,6,6,1935,1950,Gable,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,Unf,583.0,Gd,Y,FuseF,1242,1,1,3,1,TA,6,1,Detchd,1.0,180.0,329,96,0,0,0,no_fence,none,0,3,2009,WD ,105000
20,RL,78.0,9360,Pave,no_alley,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,1Story,6,7,1968,2004,Hip,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,ALQ,976.0,TA,Y,SBrkr,976,1,0,2,1,Gd,4,1,Attchd,2.0,504.0,94,0,0,0,0,no_fence,none,0,8,2006,WD ,157500
50,RM,40.0,5680,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,5,3,1901,1950,Gable,AsbShng,AsbShng,TA,TA,CBlock,TA,TA,Unf,969.0,TA,N,FuseA,1214,1,0,2,1,TA,6,0,Detchd,1.0,216.0,0,0,77,0,0,MnPrv,none,0,9,2007,WD ,117000
20,RL,70.0,7000,Pave,no_alley,Reg,Lvl,Inside,Gtl,NAmes,Artery,1Fam,1Story,5,6,1962,1962,Gable,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,BLQ,864.0,Gd,Y,SBrkr,864,1,0,3,1,TA,5,0,Attchd,1.0,336.0,0,0,0,0,0,GdWo,none,0,2,2006,WD ,105000
50,RL,51.0,10480,Pave,no_alley,Reg,Lvl,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,MetalSd,MetalSd,TA,TA,BrkTil,TA,TA,Unf,1064.0,Ex,Y,FuseA,1639,1,0,3,1,TA,6,0,Detchd,1.0,240.0,0,0,0,0,0,no_fence,none,0,3,2008,WD ,115000
20,RL,95.0,11578,Pave,no_alley,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,9,5,2008,2008,Gable,VinylSd,VinylSd,Ex,TA,PConc,Ex,TA,Unf,1736.0,Ex,Y,SBrkr,1736,2,0,3,1,Ex,7,1,Attchd,3.0,834.0,319,90,0,0,0,no_fence,none,0,7,2009,WD ,360000
90,RL,64.0,7018,Pave,no_alley,Reg,Bnk,Inside,Gtl,SawyerW,Norm,Duplex,1Story,5,5,1979,1979,Gable,Plywood,Plywood,TA,TA,Slab,no_bsmt,no_bsmt,no_bsmt,0.0,TA,Y,SBrkr,1535,2,0,4,2,TA,8,0,Attchd,2.0,400.0,0,0,0,0,0,no_fence,none,0,6,2009,WD ,118858
60,RL,0.0,9130,Pave,no_alley,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,1Fam,2Story,6,8,1966,2000,Hip,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,GLQ,800.0,Gd,Y,SBrkr,1632,1,1,4,1,Gd,7,0,Attchd,2.0,484.0,0,40,0,0,0,no_fence,none,0,7,2008,WD ,173000
30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1Story,3,5,1890,1998,Gable,VinylSd,VinylSd,TA,TA,BrkTil,TA,TA,Unf,630.0,TA,Y,FuseA,725,1,1,1,1,TA,4,0,Detchd,1.0,320.0,0,30,0,0,0,no_fence,none,0,11,2009,WD ,78500
60,RL,62.0,8244,Pave,no_alley,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,840.0,Ex,Y,SBrkr,1720,2,1,3,1,Gd,7,1,Attchd,2.0,440.0,100,48,0,0,0,no_fence,none,0,5,2007,WD ,183500
20,RM,60.0,6000,Pave,Pave,Reg,Bnk,Inside,Mod,OldTown,Norm,2fmCon,1Story,4,4,1953,1953,Gable,MetalSd,MetalSd,Fa,TA,CBlock,Fa,TA,Unf,936.0,TA,N,SBrkr,936,1,0,2,1,TA,4,0,Detchd,2.0,576.0,0,32,112,0,0,no_fence,none,0,2,2009,WD ,93000
120,RL,0.0,3621,Pave,no_alley,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,8,5,2003,2003,Hip,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,1406.0,Ex,Y,SBrkr,1589,2,0,2,1,Gd,7,1,Attchd,3.0,630.0,143,20,0,0,0,no_fence,none,0,11,2007,WD ,226500
60,RL,59.0,7837,Pave,no_alley,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,7,1993,1994,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,799.0,Gd,Y,SBrkr,1571,2,1,3,1,TA,7,1,Attchd,2.0,380.0,0,40,0,0,0,no_fence,none,0,5,2009,WD ,178000
20,RL,72.0,10665,Pave,no_alley,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,1453.0,Ex,Y,SBrkr,1479,2,0,3,1,Gd,7,0,Attchd,2.0,558.0,144,29,0,0,0,no_fence,none,0,6,2007,WD ,226000
60,RL,70.0,10457,Pave,no_alley,IR1,Lvl,Inside,Mod,Mitchel,Norm,1Fam,2Story,5,7,1969,1969,Gable,VinylSd,VinylSd,Gd,Ex,CBlock,TA,TA,BLQ,784.0,Ex,Y,SBrkr,1632,1,1,4,1,TA,7,1,Attchd,2.0,898.0,0,173,368,0,0,MnPrv,none,0,4,2009,WD ,173000
20,RL,60.0,8281,Pave,no_alley,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,5,1965,1965,Gable,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,Rec,864.0,Gd,Y,SBrkr,864,1,0,3,1,TA,5,1,Detchd,1.0,360.0,0,0,236,0,0,GdWo,none,0,12,2009,WD ,62383
60,RL,67.0,14948,Pave,no_alley,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,9,5,2008,2008,Hip,VinylSd,VinylSd,Ex,TA,PConc,Ex,TA,GLQ,1452.0,Ex,Y,SBrkr,2713,2,1,3,1,Ex,11,1,Attchd,3.0,858.0,126,66,0,0,0,no_fence,none,0,11,2008,New,446261
70,RL,43.0,7000,Pave,no_alley,Reg,Lvl,Inside,Gtl,SWISU,Feedr,1Fam,2Story,7,8,1926,1997,Gable,Wd Sdng,Stucco,TA,TA,BrkTil,TA,TA,ALQ,624.0,Ex,Y,SBrkr,1479,1,0,3,1,Gd,6,2,Detchd,1.0,312.0,530,0,56,0,0,MnPrv,none,0,5,2006,WD ,160000
120,RM,0.0,3940,Pave,no_alley,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,1393.0,Ex,Y,SBrkr,1576,2,0,2,1,Gd,7,1,Attchd,3.0,668.0,143,20,0,0,0,no_fence,none,0,5,2008,WD ,219990
20,RL,93.0,9382,Pave,no_alley,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,7,5,1999,2000,Gable,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,1468.0,Ex,Y,SBrkr,1479,2,0,3,1,Gd,6,0,Attchd,2.0,577.0,120,25,0,0,0,no_fence,none,0,7,2008,WD ,191000
40,RL,55.0,6854,Pave,no_alley,Reg,Bnk,Inside,Mod,BrkSide,Norm,1Fam,1Story,5,7,1925,1994,Gable,MetalSd,MetalSd,TA,Gd,PConc,TA,TA,LwQ,756.0,TA,N,FuseA,1060,1,0,1,1,TA,6,1,Detchd,1.0,308.0,0,65,0,0,150,no_fence,none,0,8,2007,WD ,136500
30,RL,0.0,11515,Pave,no_alley,IR1,Lvl,CulDSac,Gtl,Edwards,Norm,1Fam,1Story,4,5,1958,1994,Gable,HdBoard,HdBoard,TA,TA,Slab,no_bsmt,no_bsmt,no_bsmt,0.0,TA,N,SBrkr,943,1,0,3,1,Gd,5,0,Detchd,1.0,308.0,0,0,60,0,0,no_fence,none,0,8,2007,WD ,80000
50,RL,0.0,13837,Pave,no_alley,IR1,Lvl,Corner,Gtl,NWAmes,Norm,1Fam,1.5Fin,7,5,1988,1988,Gable,HdBoard,HdBoard,Gd,Gd,PConc,Gd,Gd,GLQ,1204.0,Gd,Y,SBrkr,2183,2,1,4,1,Gd,9,0,Attchd,3.0,786.0,0,0,0,0,0,no_fence,none,0,2,2006,WD ,229000
60,RL,80.0,9938,Pave,no_alley,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,7,5,1993,1994,Gable,MetalSd,MetalSd,Gd,TA,PConc,Gd,TA,GLQ,1050.0,Ex,Y,SBrkr,1949,2,1,3,1,Gd,8,1,Attchd,2.0,574.0,156,90,0,0,0,GdPrv,none,0,6,2010,WD ,236000
20,RL,85.0,12633,Pave,no_alley,IR1,HLS,Inside,Gtl,Timber,PosA,1Fam,1Story,10,5,2006,2007,Hip,MetalSd,MetalSd,Ex,TA,PConc,Ex,TA,Unf,1824.0,Ex,Y,SBrkr,1824,2,0,3,1,Ex,8,1,Attchd,3.0,932.0,160,36,0,0,108,no_fence,none,0,9,2007,New,392000
70,RM,57.0,6876,Pave,no_alley,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,2Story,6,5,1927,1950,Gable,Plywood,Plywood,TA,TA,CBlock,TA,Fa,BLQ,720.0,Fa,Y,SBrkr,1930,2,0,4,1,TA,8,0,Attchd,1.0,316.0,0,0,213,0,0,MnPrv,none,0,8,2009,WD ,149000
160,FV,36.0,3951,Pave,Pave,IR1,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,10,5,1998,1999,Gable,BrkFace,MetalSd,Ex,TA,PConc,Gd,TA,BLQ,970.0,Ex,Y,SBrkr,2393,2,1,2,1,Ex,7,1,Attchd,2.0,846.0,0,90,0,0,94,no_fence,none,0,2,2008,WD ,345000
70,RM,62.0,9856,Pave,Grvl,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,5,8,1900,2005,Hip,CemntBd,CmentBd,Gd,Gd,PConc,Fa,TA,Unf,716.0,Ex,Y,FuseA,2014,2,0,5,1,TA,8,0,Detchd,2.0,624.0,0,72,167,0,0,no_fence,none,0,6,2006,WD ,169000
20,RL,84.0,17808,Pave,no_alley,Reg,Lvl,Inside,Gtl,Edwards,Feedr,1Fam,1Story,4,5,1946,1950,Gable,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,Unf,484.0,TA,N,SBrkr,1242,1,0,2,1,TA,4,0,Attchd,1.0,336.0,0,0,0,0,0,no_fence,none,0,7,2007,WD ,109900
60,RL,74.0,9627,Pave,no_alley,Reg,Lvl,Inside,Mod,Mitchel,Norm,1Fam,2Story,7,5,1993,1994,Gable,HdBoard,HdBoard,TA,TA,PConc,Gd,TA,LwQ,996.0,Ex,Y,SBrkr,2000,2,1,3,1,TA,9,1,Attchd,3.0,650.0,190,48,0,0,0,no_fence,none,0,11,2006,WD ,188000
50,RM,50.0,6000,Pave,no_alley,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,MetalSd,MetalSd,TA,Fa,CBlock,TA,TA,Unf,780.0,Ex,Y,FuseF,1412,1,0,4,1,TA,6,1,Detchd,1.0,280.0,45,0,0,0,0,no_fence,none,0,5,2009,WD ,132500
20,RL,65.0,9757,Pave,no_alley,Reg,Low,Inside,Mod,CollgCr,Norm,1Fam,1Story,5,7,1994,1994,Gable,VinylSd,VinylSd,TA,Gd,PConc,TA,TA,ALQ,990.0,Ex,Y,SBrkr,990,1,0,3,1,TA,5,0,Attchd,1.0,440.0,66,0,0,0,92,no_fence,none,0,10,2009,WD ,143000
20,RL,58.0,9280,Pave,no_alley,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,6,1951,1951,Gable,Wd Sdng,Wd Sdng,TA,TA,CBlock,Fa,TA,ALQ,1342.0,Ex,Y,SBrkr,1342,1,0,4,1,TA,7,0,Detchd,1.0,256.0,0,0,0,0,0,no_fence,none,0,4,2007,WD ,125000
20,RL,120.0,14780,Pave,no_alley,IR1,HLS,Corner,Mod,NridgHt,Norm,1Fam,1Story,9,5,2005,2005,Hip,VinylSd,VinylSd,Ex,TA,PConc,Ex,TA,GLQ,1868.0,Ex,Y,SBrkr,1868,2,0,2,1,Ex,7,1,Attchd,3.0,1085.0,354,56,0,0,156,no_fence,none,0,6,2006,WD ,415000
70,RM,60.0,7740,Pave,no_alley,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,4,7,1910,1950,Gable,VinylSd,VinylSd,TA,TA,CBlock,Fa,TA,Unf,622.0,Gd,Y,SBrkr,1363,1,0,3,1,TA,6,0,Detchd,2.0,528.0,0,0,0,0,168,no_fence,none,0,6,2010,WD ,125500
20,RL,80.0,9600,Pave,no_alley,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,1Story,6,6,1958,1988,Hip,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,Rec,1240.0,Gd,Y,SBrkr,1632,2,0,3,1,TA,6,1,Attchd,1.0,338.0,289,0,0,0,0,MnPrv,none,0,4,2009,WD ,139000
60,RL,97.0,13478,Pave,no_alley,IR1,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,2Story,10,5,2008,2008,Gable,CemntBd,CmentBd,Ex,TA,PConc,Ex,TA,GLQ,1722.0,Ex,Y,SBrkr,2296,2,1,3,1,Ex,10,1,BuiltIn,3.0,842.0,382,274,0,0,0,no_fence,none,0,6,2009,ConLI,451950
